PID,BIAS,RELATEDNESS,REPS,POSITION,CUE,DomRel,DomUnrel,SubRel,SubUnrel,ANSWER,MS,TICS,MS.3.STDEV,IQR,,PID,MEAN,STDEV,MIN,MAX,MEDIAN,IQR,Min,Max,CountCorrect
21,filler,related,short,95,FORGIVE,FORGIVE -- FORGET,,,,M,3814.00,229,3814.00,3814,,,,,,,,,,,
21,filler,related,short,94,FEATHERS,FEATHERS -- BIRD,,,,M,6423.00,386,6423.00,,,,,,,,,,,,
21,filler,unrelated,long,14,RAIN,RAIN -- MONEY,,,,C,833.00,50,833.00,833,,,,,,,,,,,
21,filler,unrelated,long,37,BED,BED -- EGG,,,,C,963.00,58,963.00,963,,,,,,,,,,,
21,filler,unrelated,long,70,APPLAUSE,APPLAUSE -- RIFLE,,,,C,1034.00,62,1034.00,1034,,,,,,,,,,,
21,filler,unrelated,long,81,FRAME,FRAME -- SHORT,,,,C,1089.00,65,1089.00,1089,,,,,,,,,,,
21,filler,unrelated,long,25,BASKET,BASKET -- SMART,,,,C,1411.00,85,1411.00,1411,,,,,,,,,,,
21,filler,unrelated,long,127,LOCATION,LOCATION -- LUNCH,,,,C,1466.00,88,1466.00,1466,,,,,,,,,,,
21,filler,unrelated,long,96,MASON,MASON -- KNEE,,,,C,1659.00,100,1659.00,1659,,,,,,,,,,,
21,filler,unrelated,long,4,MARGIN,MARGIN -- MEDICINE,,,,C,1939.00,117,1939.00,1939,,,,,,,,,,,
21,filler,unrelated,long,32,FELLOW,FELLOW -- RUB,,,,C,2149.00,129,2149.00,2149,,,,,,,,,,,
21,filler,unrelated,long,102,UNCLE,UNCLE -- GIRAFFE,,,,C,2298.00,137,2298.00,2298,,,,,,,,,,,
21,filler,unrelated,long,119,LAMP,LAMP -- FORTUNE,,,,C,2442.00,147,2442.00,2442,,,,,,,,,,,
21,filler,unrelated,long,34,ARMY,ARMY -- QUESTION,,,,C,2538.00,152,2538.00,2538,,,,,,,,,,,
21,filler,unrelated,long,126,SURPLUS,SURPLUS -- LANDING,,,,C,2978.00,179,2978.00,2978,,,,,,,,,,,
21,filler,unrelated,long,132,COSTUME,COSTUME -- EXERCISE,,,,C,3578.00,214,3578.00,3578,,,,,,,,,,,
21,filler,unrelated,long,115,SPONSOR,SPONSOR -- POET,,,,C,3801.00,228,3801.00,3801,,,,,,,,,,,
21,filler,unrelated,short,57,DITCH,DITCH -- SHEETS,,,,C,1022.00,61,1022.00,1022,,,,,,,,,,,
21,filler,unrelated,short,5,LAWYER,LAWYER -- AIRPLANE,,,,C,1214.00,73,1214.00,1214,,,,,,,,,,,
21,filler,unrelated,short,65,MORTAL,MORTAL -- FLAG,,,,C,1302.00,78,1302.00,1302,,,,,,,,,,,
21,filler,unrelated,short,3,WARRANT,WARRANT -- SICK,,,,C,1422.00,85,1422.00,1422,,,,,,,,,,,
21,filler,unrelated,short,67,JURY,JURY -- KISS,,,,C,1503.00,90,1503.00,1503,,,,,,,,,,,
21,filler,unrelated,short,12,LIME,LIME -- WING,,,,C,1614.00,97,1614.00,1614,,,,,,,,,,,
21,filler,unrelated,short,46,DEBUT,DEBUT -- STRETCH,,,,C,2007.00,120,2007.00,2007,,,,,,,,,,,
21,filler,unrelated,short,1,TREND,TREND -- OCEAN,,,,C,2186.00,131,2186.00,2186,,,,,,,,,,,
21,filler,unrelated,short,31,CREST,CREST -- CAT,,,,C,2207.00,132,2207.00,2207,,,,,,,,,,,
21,filler,unrelated,short,61,PENALTY,PENALTY -- GUITAR,,,,C,2229.00,134,2229.00,2229,,,,,,,,,,,
21,filler,unrelated,short,129,STEEL,STEEL -- FAST,,,,C,2263.00,135,2263.00,2263,,,,,,,,,,,
21,filler,unrelated,short,131,SAIL,SAIL -- LEASE,,,,C,2318.00,139,2318.00,2318,,,,,,,,,,,
21,filler,unrelated,short,105,COIN,COIN -- DETAIL,,,,C,3933.00,236,3933.00,3933,,,,,,,,,,,
21,filler,unrelated,short,51,STRAIN,STRAIN -- SONG,,,,C,3998.00,240,3998.00,3998,,,,,,,,,,,
21,filler,unrelated,short,104,GRAPH,GRAPH -- CROSS,,,,C,4807.00,289,4807.00,,,,,,,,,,,,
21,subordinate,related,long,114,DOUGH,DOUGH -- BREAD,DOUGH -- PLANT,DOUGH -- MONEY,DOUGH -- YEARS,M,756.00,46,756.00,756,,,,,,,,,,,
21,subordinate,related,long,56,BOLT,BOLT -- SCREW,BOLT -- CROWD,BOLT -- LIGHTNING,BOLT -- TESTIMONY,M,1171.00,70,1171.00,1171,,,,,,,,,,,
21,subordinate,related,long,18,DECK,DECK -- HOUSE,DECK -- WORLD,DECK -- CARDS,DECK -- ENEMY,M,1299.00,78,1299.00,1299,,,,,,,,,,,
21,subordinate,related,long,103,DIGIT,DIGIT -- NUMBER,DIGIT -- DOCTOR,DIGIT -- FINGER,DIGIT -- MARKET,C,2001.00,120,2001.00,2001,,,,,,,,,,,
21,subordinate,related,long,16,GRADE,GRADE -- EVALUATION,GRADE -- MICROPHONE,GRADE -- INCLINE,GRADE -- ICICLES,M,2026.00,122,2026.00,2026,,,,,,,,,,,
21,subordinate,related,long,97,KID,KID -- CHILD,KID -- STATE,KID -- GOAT,KID -- DICE,C,2473.00,148,2473.00,2473,,,,,,,,,,,
21,subordinate,related,long,85,DIAMOND,DIAMOND -- GEM,DIAMOND -- RIM,DIAMOND -- BASEBALL,DIAMOND -- UNIVERSE,M,2555.00,153,2555.00,2555,,,,,,,,,,,
21,subordinate,related,long,84,LETTER,LETTER -- MAIL,LETTER -- LAKE,LETTER -- ALPHABET,LETTER -- SEDATIVE,M,3187.00,191,3187.00,3187,,,,,,,,,,,
21,subordinate,related,long,40,BAR,BAR -- ALCOHOL,BAR -- NETWORK,BAR -- JAIL,BAR -- FILM,C,12106.00,726,,,,,,,,,,,,,
21,subordinate,related,short,101,BILL,BILL -- CHECK,BILL -- WOMAN,BILL -- LAW,BILL -- LIE,M,1150.00,69,1150.00,1150,,,,,,,,,,,
21,subordinate,related,short,87,PIT,PIT -- HOLE,PIT -- WINE,PIT -- CHERRY,PIT -- PUPPY,M,1247.00,75,1247.00,1247,,,,,,,,,,,
21,subordinate,related,short,24,PITCH,PITCH -- CATCH,PITCH -- HUMAN,PITCH -- TONE,PITCH -- FUEL,M,1486.00,89,1486.00,1486,,,,,,,,,,,
21,subordinate,related,short,11,LOG,LOG -- CABIN,LOG -- RADAR,LOG -- JOURNAL,LOG -- CORONER,M,1534.00,92,1534.00,1534,,,,,,,,,,,
21,subordinate,related,short,33,BEEF,BEEF -- STEAK,BEEF -- ALLEY,BEEF -- COMPLAINT,BEEF -- PRIVILEGE,C,1671.00,100,1671.00,1671,,,,,,,,,,,
21,subordinate,related,short,10,CHEST,CHEST -- BREAST,CHEST -- LADDER,CHEST -- TREASURE,CHEST -- HOMEWORK,M,3623.00,217,3623.00,3623,,,,,,,,,,,
21,subordinate,related,short,90,CRUST,CRUST -- PIE,CRUST -- RAT,CRUST -- EARTH,CRUST -- HOTEL,M,5086.00,305,5086.00,,,,,,,,,,,,
21,subordinate,related,short,99,SENTENCE,SENTENCE -- PARAGRAPH,SENTENCE -- MUSHROOMS,SENTENCE -- JUDGMENT,SENTENCE -- QUARTERS,M,5407.00,324,5407.00,,,,,,,,,,,,
21,subordinate,related,short,29,LIMB,LIMB -- ARM,LIMB -- CAT,LIMB -- BRANCH,LIMB -- PISTOL,C,5719.00,344,5719.00,,,,,,,,,,,,
21,subordinate,unrelated,long,74,NAIL,NAIL -- HAMMER,NAIL -- SAILOR,NAIL -- POLISH,NAIL -- KIDNEY,C,922.00,55,922.00,922,,,,,,,,,,,
21,subordinate,unrelated,long,17,BEAM,BEAM -- LIGHT,BEAM -- ORDER,BEAM -- BALANCE,BEAM -- WHISTLE,C,1514.00,91,1514.00,1514,,,,,,,,,,,
21,subordinate,unrelated,long,88,CABLE,CABLE -- TELEVISION,CABLE -- RESTAURANT,CABLE -- CORD,CABLE -- MULE,C,1642.00,98,1642.00,1642,,,,,,,,,,,
21,subordinate,unrelated,long,62,NUT,NUT -- ALMOND,NUT -- STAPLE,NUT -- CRAZY,NUT -- HEART,C,1811.00,109,1811.00,1811,,,,,,,,,,,
21,subordinate,unrelated,long,20,GREEN,GREEN -- GRASS,GREEN -- FAIRY,GREEN -- GOLF,GREEN -- DATA,C,1931.00,116,1931.00,1931,,,,,,,,,,,
21,subordinate,unrelated,long,9,GAME,GAME -- FOOTBALL,GAME -- CRIMINAL,GAME -- HUNT,GAME -- WIRE,C,2499.00,150,2499.00,2499,,,,,,,,,,,
21,subordinate,unrelated,long,22,TEMPLE,TEMPLE -- CHURCH,TEMPLE -- GROUND,TEMPLE -- FOREHEAD,TEMPLE -- UNIFORM,C,2610.00,157,2610.00,2610,,,,,,,,,,,
21,subordinate,unrelated,long,80,GRAIN,GRAIN -- WHEAT,GRAIN -- DISCO,GRAIN -- SAND,GRAIN -- PUNK,C,3506.00,210,3506.00,3506,,,,,,,,,,,
21,subordinate,unrelated,long,50,CANE,CANE -- ELDERLY,CANE -- GARDENS,CANE -- SUGAR,CANE -- VIDEO,C,5794.00,348,5794.00,,,,,,,,,,,,
21,subordinate,unrelated,short,26,PUPIL,PUPIL -- STUDENT,PUPIL -- OPINION,PUPIL -- EYE,PUPIL -- BAG,C,958.00,58,958.00,958,,,,,,,,,,,
21,subordinate,unrelated,short,64,SHOCK,SHOCK -- SURPRISE,SHOCK -- UPSTAIRS,SHOCK -- STATIC,SHOCK -- RIBBON,C,1039.00,63,1039.00,1039,,,,,,,,,,,
21,subordinate,unrelated,short,66,CRICKET,CRICKET -- INSECT,CRICKET -- LOTION,CRICKET -- SPORT,CRICKET -- SHORE,C,1470.00,88,1470.00,1470,,,,,,,,,,,
21,subordinate,unrelated,short,112,KEY,KEY -- LOCK,KEY -- AUNT,KEY -- PIANO,KEY -- PILLS,C,2406.00,144,2406.00,2406,,,,,,,,,,,
21,subordinate,unrelated,short,54,POKER,POKER -- CHIPS,POKER -- SALAD,POKER -- FIRE,POKER -- DEAR,C,2735.00,164,2735.00,2735,,,,,,,,,,,
21,subordinate,unrelated,short,39,MASS,MASS -- WEIGHT,MASS -- DOLLAR,MASS -- CHURCH,MASS -- PRISON,C,3182.00,191,3182.00,3182,,,,,,,,,,,
21,subordinate,unrelated,short,72,NET,NET -- SOCCER,NET -- EMPIRE,NET -- PROFIT,NET -- RHYTHM,C,4206.00,252,4206.00,,,,,,,,,,,,
21,subordinate,unrelated,short,106,NOTE,NOTE -- MEMO,NOTE -- MICE,NOTE -- MUSIC,NOTE -- DREAM,C,4935.00,296,4935.00,,,,,,,,,,,,
21,subordinate,unrelated,short,71,IRON,IRON -- METAL,IRON -- DRAMA,IRON -- CLOTHES,IRON -- MISTAKE,C,5175.00,311,5175.00,,,,,,,,,,,,
22,dominant,related,long,29,SEAL,SEAL -- ANIMAL,SEAL -- BRIDGE,SEAL -- ENVELOPE,SEAL -- DYNAMITE,M,1131.00,68,1131.00,1131,,,,,,,,,,,
22,dominant,related,long,122,STRAW,STRAW -- HAY,STRAW -- DOT,STRAW -- DRINK,STRAW -- DEATH,M,1313.00,79,1313.00,1313,,,,,,,,,,,
22,dominant,related,long,41,JOINT,JOINT -- ELBOW,JOINT -- MINES,JOINT -- MARIJUANA,JOINT -- ORCHESTRA,M,1498.00,90,1498.00,1498,,,,,,,,,,,
22,dominant,related,long,13,MARBLE,MARBLE -- STONE,MARBLE -- GUEST,MARBLE -- ROUND,MARBLE -- BOOKS,M,1500.00,90,1500.00,1500,,,,,,,,,,,
22,dominant,related,long,97,FAN,FAN -- AIR,FAN -- WAR,FAN -- SPORTS,FAN -- CLOSET,M,1571.00,94,1571.00,1571,,,,,,,,,,,
22,dominant,related,long,33,COAT,COAT -- JACKET,COAT -- ENERGY,COAT -- PAINT,COAT -- GHOST,M,1705.00,102,1705.00,1705,,,,,,,,,,,
22,dominant,related,long,69,BALL,BALL -- BOUNCE,BALL -- RANSOM,BALL -- DANCE,BALL -- SENSE,M,1844.00,110,1844.00,1844,,,,,,,,,,,
22,dominant,related,long,111,SHOWER,SHOWER -- BATH,SHOWER -- LIPS,SHOWER -- RAIN,SHOWER -- RISK,M,2019.00,121,2019.00,2019,,,,,,,,,,,
22,dominant,related,long,86,YARN,YARN -- WOOL,YARN -- FERN,YARN -- STORY,YARN -- HANDS,M,2083.00,125,2083.00,2083,,,,,,,,,,,
22,dominant,related,short,32,CALF,CALF -- COW,CALF -- BAY,CALF -- LEG,CALF -- TEA,M,695.00,42,695.00,695,,,,,,,,,,,
22,dominant,related,short,44,HABIT,HABIT -- CUSTOM,HABIT -- GALAXY,HABIT -- NUN,HABIT -- JAW,C,870.00,53,870.00,870,,,,,,,,,,,
22,dominant,related,short,52,POOL,POOL -- WATER,POOL -- PHONE,POOL -- BILLIARDS,POOL -- PORCUPINE,M,895.00,53,895.00,895,,,,,,,,,,,
22,dominant,related,short,26,FAULT,FAULT -- BLAME,FAULT -- PANTS,FAULT -- EARTHQUAKE,FAULT -- LABORATORY,M,902.00,54,902.00,902,,,,,,,,,,,
22,dominant,related,short,25,BATTERY,BATTERY -- ACID,BATTERY -- MENU,BATTERY -- ASSAULT,BATTERY -- COOKIES,M,991.00,60,991.00,991,,,,,,,,,,,
22,dominant,related,short,20,RULER,RULER -- MEAURE,RULER -- CANDLES,RULER -- KING,RULER -- SIGN,M,1134.00,68,1134.00,1134,,,,,,,,,,,
22,dominant,related,short,34,FOOT,FOOT -- TOE,FOOT -- NAP,FOOT -- INCH,FOOT -- CLAY,M,1191.00,71,1191.00,1191,,,,,,,,,,,
22,dominant,related,short,124,TIP,TIP -- GRATUITY,TIP -- SINKHOLE,TIP -- POINT,TIP -- PARTY,M,1256.00,75,1256.00,1256,,,,,,,,,,,
22,dominant,related,short,94,PALM,PALM -- HAND,PALM -- DOOR,PALM -- TREE,PALM -- SUIT,M,1999.00,120,1999.00,1999,,,,,,,,,,,
22,dominant,unrelated,long,42,SENTENCE,SENTENCE -- PARAGRAPH,SENTENCE -- MUSHROOMS,SENTENCE -- JUDGMENT,SENTENCE -- QUARTERS,C,1379.00,82,1379.00,1379,,,,,,,,,,,
22,dominant,unrelated,long,39,CRUST,CRUST -- PIE,CRUST -- RAT,CRUST -- EARTH,CRUST -- HOTEL,C,1739.00,104,1739.00,1739,,,,,,,,,,,
22,dominant,unrelated,long,49,CHEST,CHEST -- BREAST,CHEST -- LADDER,CHEST -- TREASURE,CHEST -- HOMEWORK,C,1857.00,111,1857.00,1857,,,,,,,,,,,
22,dominant,unrelated,long,79,BEEF,BEEF -- STEAK,BEEF -- ALLEY,BEEF -- COMPLAINT,BEEF -- PRIVILEGE,C,1938.00,116,1938.00,1938,,,,,,,,,,,
22,dominant,unrelated,long,96,PITCH,PITCH -- CATCH,PITCH -- HUMAN,PITCH -- TONE,PITCH -- FUEL,C,2172.00,130,2172.00,2172,,,,,,,,,,,
22,dominant,unrelated,long,102,LIMB,LIMB -- ARM,LIMB -- CAT,LIMB -- BRANCH,LIMB -- PISTOL,C,2348.00,141,2348.00,2348,,,,,,,,,,,
22,dominant,unrelated,long,87,LOG,LOG -- CABIN,LOG -- RADAR,LOG -- JOURNAL,LOG -- CORONER,C,2972.00,178,2972.00,,,,,,,,,,,,
22,dominant,unrelated,long,99,PIT,PIT -- HOLE,PIT -- WINE,PIT -- CHERRY,PIT -- PUPPY,M,3139.00,189,3139.00,,,,,,,,,,,,
22,dominant,unrelated,long,12,BILL,BILL -- CHECK,BILL -- WOMAN,BILL -- LAW,BILL -- LIE,C,3316.00,199,3316.00,,,,,,,,,,,,
22,dominant,unrelated,short,61,RACKET,RACKET -- TENNIS,RACKET -- RUBBER,RACKET -- NOISE,RACKET -- MODEL,C,1230.00,74,1230.00,1230,,,,,,,,,,,
22,dominant,unrelated,short,116,HORN,HORN -- TRUMPET,HORN -- CHIMNEY,HORN -- ANTLER,HORN -- VANDAL,C,1440.00,86,1440.00,1440,,,,,,,,,,,
22,dominant,unrelated,short,19,CLUB,CLUB -- PEOPLE,CLUB -- MINUTE,CLUB -- WOOD,CLUB -- WIRE,C,1574.00,94,1574.00,1574,,,,,,,,,,,
22,dominant,unrelated,short,106,BANK,BANK -- VAULT,BANK -- BACON,BANK -- RIVER,BANK -- QUEEN,C,1599.00,96,1599.00,1599,,,,,,,,,,,
22,dominant,unrelated,short,72,CLOG,CLOG -- DRAIN,CLOG -- LASER,CLOG -- SHOE,CLOG -- FARM,C,1702.00,103,1702.00,1702,,,,,,,,,,,
22,dominant,unrelated,short,15,DEGREE,DEGREE -- COLLEGE,DEGREE -- WEDDING,DEGREE -- TEMPERATURE,DEGREE -- DESCRIPTION,C,1815.00,109,1815.00,1815,,,,,,,,,,,
22,dominant,unrelated,short,68,SCALE,SCALE -- HEAVY,SCALE -- TEETH,SCALE -- FISH,SCALE -- COPS,C,1823.00,109,1823.00,1823,,,,,,,,,,,
22,dominant,unrelated,short,103,GAS,GAS -- PETROLEUM,GAS -- HOUSEWORK,GAS -- SOLID,GAS -- PURSE,C,2951.00,177,2951.00,,,,,,,,,,,,
22,dominant,unrelated,short,7,STAFF,STAFF -- WORK,STAFF -- NAME,STAFF -- STICK,STAFF -- FLOOR,M,5151.00,309,5151.00,,,,,,,,,,,,
22,filler,related,long,130,JOURNEY,JOURNEY -- TRIP,,,,M,1500.00,90,1500.00,1500,,,,,,,,,,,
22,filler,related,long,30,UNHAPPY,UNHAPPY -- SAD,,,,M,1619.00,98,1619.00,1619,,,,,,,,,,,
22,filler,related,long,112,LENS,LENS -- GLASSES,,,,M,1667.00,100,1667.00,1667,,,,,,,,,,,
22,filler,related,long,45,CONTACT,CONTACT -- TOUCH,,,,M,1731.00,104,1731.00,1731,,,,,,,,,,,
22,filler,related,long,82,WEARY,WEARY -- TIRED,,,,M,1801.00,108,1801.00,1801,,,,,,,,,,,
22,filler,related,long,120,GROVE,GROVE -- ORANGE,,,,M,1842.00,110,1842.00,1842,,,,,,,,,,,
22,filler,related,long,89,SHORE,SHORE -- BEACH,,,,M,1940.00,116,1940.00,1940,,,,,,,,,,,
22,filler,related,long,22,CONCLUDE,CONCLUDE -- END,,,,M,1955.00,117,1955.00,1955,,,,,,,,,,,
22,filler,related,long,14,FLESH,FLESH -- SKIN,,,,M,2011.00,121,2011.00,2011,,,,,,,,,,,
22,filler,related,long,9,ATOM,ATOM -- BOMB,,,,M,2012.00,121,2012.00,2012,,,,,,,,,,,
22,filler,related,long,113,INJURY,INJURY -- HURT,,,,M,2075.00,124,2075.00,2075,,,,,,,,,,,
22,filler,related,long,48,EASY,EASY -- HARD,,,,M,2116.00,127,2116.00,2116,,,,,,,,,,,
22,filler,related,long,84,SPARE,SPARE -- TIRE,,,,M,2122.00,127,2122.00,2122,,,,,,,,,,,
22,filler,related,long,6,FEATHERS,FEATHERS -- BIRD,,,,M,2923.00,175,2923.00,,,,,,,,,,,,
22,filler,related,long,117,BITTER,BITTER -- SWEET,,,,M,6106.00,366,,,,,,,,,,,,,
22,filler,related,short,40,BOULDER,BOULDER -- ROCK,,,,M,855.00,51,855.00,855,,,,,,,,,,,
22,filler,related,short,57,SOLE,SOLE -- SHOES,,,,M,895.00,54,895.00,895,,,,,,,,,,,
22,filler,related,short,54,FOREST,FOREST -- TREE,,,,M,959.00,57,959.00,959,,,,,,,,,,,
22,filler,related,short,31,ROW,ROW -- BOAT,,,,M,1135.00,68,1135.00,1135,,,,,,,,,,,
22,filler,related,short,132,BUZZ,BUZZ -- BEE,,,,M,1263.00,75,1263.00,1263,,,,,,,,,,,
22,filler,related,short,129,ASTRONOMY,ASTRONOMY -- STAR,,,,C,1320.00,79,1320.00,1320,,,,,,,,,,,
22,filler,related,short,77,STORY,STORY -- BOOK,,,,M,1415.00,84,1415.00,1415,,,,,,,,,,,
22,filler,related,short,127,CAVITY,CAVITY -- TOOTH,,,,M,1422.00,85,1422.00,1422,,,,,,,,,,,
22,filler,related,short,118,LOAF,LOAF -- BREAD,,,,M,1615.00,97,1615.00,1615,,,,,,,,,,,
22,filler,related,short,121,DISLIKE,DISLIKE -- HATE,,,,M,2031.00,122,2031.00,2031,,,,,,,,,,,
22,filler,related,short,18,FORGIVE,FORGIVE -- FORGET,,,,M,2079.00,125,2079.00,2079,,,,,,,,,,,
22,filler,related,short,90,MINTS,MINTS -- CANDY,,,,M,2103.00,126,2103.00,2103,,,,,,,,,,,
22,filler,related,short,65,ATLAS,ATLAS -- MAP,,,,M,2112.00,127,2112.00,2112,,,,,,,,,,,
22,filler,related,short,64,PASTURE,PASTURE -- GRAZE,,,,M,2694.00,161,2694.00,2694,,,,,,,,,,,
22,filler,related,short,2,REFLECT,REFLECT -- MIRROR,,,,M,8695.00,522,,,,,,,,,,,,,
22,filler,unrelated,long,3,TREND,TREND -- OCEAN,,,,C,0.00,0,,,,,,,,,,,,,
22,filler,unrelated,long,4,FELLOW,FELLOW -- RUB,,,,C,0.00,0,,,,,,,,,,,,,
22,filler,unrelated,long,43,CREST,CREST -- CAT,,,,C,1108.00,66,1108.00,1108,,,,,,,,,,,
22,filler,unrelated,long,60,MASON,MASON -- KNEE,,,,C,1346.00,81,1346.00,1346,,,,,,,,,,,
22,filler,unrelated,long,62,MORTAL,MORTAL -- FLAG,,,,C,1770.00,106,1770.00,1770,,,,,,,,,,,
22,filler,unrelated,long,23,LAMP,LAMP -- FORTUNE,,,,C,1865.00,112,1865.00,1865,,,,,,,,,,,
22,filler,unrelated,long,59,WARRANT,WARRANT -- SICK,,,,C,1866.00,112,1866.00,1866,,,,,,,,,,,
22,filler,unrelated,long,88,COIN,COIN -- DETAIL,,,,C,2003.00,120,2003.00,2003,,,,,,,,,,,
22,filler,unrelated,long,63,SAIL,SAIL -- LEASE,,,,C,2083.00,125,2083.00,2083,,,,,,,,,,,
22,filler,unrelated,long,80,MARGIN,MARGIN -- MEDICINE,,,,C,2139.00,128,2139.00,2139,,,,,,,,,,,
22,filler,unrelated,long,55,UNCLE,UNCLE -- GIRAFFE,,,,C,2202.00,132,2202.00,2202,,,,,,,,,,,
22,filler,unrelated,long,76,APPLAUSE,APPLAUSE -- RIFLE,,,,C,2258.00,136,2258.00,2258,,,,,,,,,,,
22,filler,unrelated,long,115,FRAME,FRAME -- SHORT,,,,C,2324.00,140,2324.00,2324,,,,,,,,,,,
22,filler,unrelated,long,17,SURPLUS,SURPLUS -- LANDING,,,,C,2531.00,152,2531.00,2531,,,,,,,,,,,
22,filler,unrelated,long,1,COSTUME,COSTUME -- EXERCISE,,,,M,12454.00,748,,,,,,,,,,,,,
22,filler,unrelated,short,28,BED,BED -- EGG,,,,C,872.00,52,872.00,872,,,,,,,,,,,
22,filler,unrelated,short,38,SPONSOR,SPONSOR -- POET,,,,C,1030.00,62,1030.00,1030,,,,,,,,,,,
22,filler,unrelated,short,53,STRAIN,STRAIN -- SONG,,,,M,1216.00,73,1216.00,1216,,,,,,,,,,,
22,filler,unrelated,short,131,RAIN,RAIN -- MONEY,,,,C,1271.00,76,1271.00,1271,,,,,,,,,,,
22,filler,unrelated,short,128,BASKET,BASKET -- SMART,,,,C,1439.00,86,1439.00,1439,,,,,,,,,,,
22,filler,unrelated,short,37,LOCATION,LOCATION -- LUNCH,,,,C,1440.00,86,1440.00,1440,,,,,,,,,,,
22,filler,unrelated,short,101,GRAPH,GRAPH -- CROSS,,,,C,1545.00,92,1545.00,1545,,,,,,,,,,,
22,filler,unrelated,short,35,ARMY,ARMY -- QUESTION,,,,C,1639.00,98,1639.00,1639,,,,,,,,,,,
22,filler,unrelated,short,83,JURY,JURY -- KISS,,,,C,1696.00,102,1696.00,1696,,,,,,,,,,,
22,filler,unrelated,short,125,DITCH,DITCH -- SHEETS,,,,C,1807.00,108,1807.00,1807,,,,,,,,,,,
22,filler,unrelated,short,126,PENALTY,PENALTY -- GUITAR,,,,C,1911.00,115,1911.00,1911,,,,,,,,,,,
22,filler,unrelated,short,108,DEBUT,DEBUT -- STRETCH,,,,C,2015.00,121,2015.00,2015,,,,,,,,,,,
22,filler,unrelated,short,56,STEEL,STEEL -- FAST,,,,C,2056.00,123,2056.00,2056,,,,,,,,,,,
22,filler,unrelated,short,85,LAWYER,LAWYER -- AIRPLANE,,,,C,3192.00,191,3192.00,,,,,,,,,,,,
22,filler,unrelated,short,5,LIME,LIME -- WING,,,,C,3691.00,221,3691.00,,,,,,,,,,,,
22,subordinate,related,long,24,MASS,MASS -- WEIGHT,MASS -- DOLLAR,MASS -- CHURCH,MASS -- PRISON,M,820.00,50,820.00,820,,,,,,,,,,,
22,subordinate,related,long,47,POKER,POKER -- CHIPS,POKER -- SALAD,POKER -- FIRE,POKER -- DEAR,M,1354.00,81,1354.00,1354,,,,,,,,,,,
22,subordinate,related,long,58,KEY,KEY -- LOCK,KEY -- AUNT,KEY -- PIANO,KEY -- PILLS,M,1723.00,103,1723.00,1723,,,,,,,,,,,
22,subordinate,related,long,109,IRON,IRON -- METAL,IRON -- DRAMA,IRON -- CLOTHES,IRON -- MISTAKE,M,1756.00,105,1756.00,1756,,,,,,,,,,,
22,subordinate,related,long,95,CRICKET,CRICKET -- INSECT,CRICKET -- LOTION,CRICKET -- SPORT,CRICKET -- SHORE,M,1779.00,106,1779.00,1779,,,,,,,,,,,
22,subordinate,related,long,46,NET,NET -- SOCCER,NET -- EMPIRE,NET -- PROFIT,NET -- RHYTHM,M,1907.00,114,1907.00,1907,,,,,,,,,,,
22,subordinate,related,long,81,PUPIL,PUPIL -- STUDENT,PUPIL -- OPINION,PUPIL -- EYE,PUPIL -- BAG,M,2067.00,124,2067.00,2067,,,,,,,,,,,
22,subordinate,related,long,74,SHOCK,SHOCK -- SURPRISE,SHOCK -- UPSTAIRS,SHOCK -- STATIC,SHOCK -- RIBBON,C,2442.00,147,2442.00,2442,,,,,,,,,,,
22,subordinate,related,long,8,NOTE,NOTE -- MEMO,NOTE -- MICE,NOTE -- MUSIC,NOTE -- DREAM,M,3946.00,237,3946.00,,,,,,,,,,,,
22,subordinate,related,short,107,BAR,BAR -- ALCOHOL,BAR -- NETWORK,BAR -- JAIL,BAR -- FILM,M,1424.00,85,1424.00,1424,,,,,,,,,,,
22,subordinate,related,short,119,BOLT,BOLT -- SCREW,BOLT -- CROWD,BOLT -- LIGHTNING,BOLT -- TESTIMONY,M,1424.00,85,1424.00,1424,,,,,,,,,,,
22,subordinate,related,short,27,DOUGH,DOUGH -- BREAD,DOUGH -- PLANT,DOUGH -- MONEY,DOUGH -- YEARS,C,1591.00,95,1591.00,1591,,,,,,,,,,,
22,subordinate,related,short,104,KID,KID -- CHILD,KID -- STATE,KID -- GOAT,KID -- DICE,C,1671.00,100,1671.00,1671,,,,,,,,,,,
22,subordinate,related,short,66,LETTER,LETTER -- MAIL,LETTER -- LAKE,LETTER -- ALPHABET,LETTER -- SEDATIVE,M,1839.00,110,1839.00,1839,,,,,,,,,,,
22,subordinate,related,short,100,DECK,DECK -- HOUSE,DECK -- WORLD,DECK -- CARDS,DECK -- ENEMY,M,1879.00,113,1879.00,1879,,,,,,,,,,,
22,subordinate,related,short,67,DIGIT,DIGIT -- NUMBER,DIGIT -- DOCTOR,DIGIT -- FINGER,DIGIT -- MARKET,M,2000.00,120,2000.00,2000,,,,,,,,,,,
22,subordinate,related,short,50,DIAMOND,DIAMOND -- GEM,DIAMOND -- RIM,DIAMOND -- BASEBALL,DIAMOND -- UNIVERSE,M,2142.00,129,2142.00,2142,,,,,,,,,,,
22,subordinate,related,short,11,GRADE,GRADE -- EVALUATION,GRADE -- MICROPHONE,GRADE -- INCLINE,GRADE -- ICICLES,M,2263.00,136,2263.00,2263,,,,,,,,,,,
