PID,BIAS,REPS,HomType,Position,CUE,POS.SHOWN,DOMREL,SUBREL,UNREL,BIAS,LEN,LgFreq,ANSWER,MS,MS.3.STDEV,MS.IQR,,PID,MEAN,STDEV,MIN,MAX,MEDIAN,IQR,Min,Max,Total
18,subordinate,long,NV,91,MUG,N,MUG -- COFFEE,MUG -- ROB,MUG -- GROW,0.825,3,3.482,M,1554,1554,1554,,,,,,,,,,,
18,subordinate,long,NV,102,PICTURE,N,PICTURE -- PORTRAIT,PICTURE -- IMAGINE,PICTURE -- CLIENTS,0.724489796,7,3.03,C,1586,1586,1586,,,,,,,,,,,
18,subordinate,long,NV,26,STUMP,N,STUMP -- WOOD,STUMP -- CONFUSE,STUMP -- CARPET,0.717241379,5,2.77,M,2289,2289,,,,,,,,,,,,
18,subordinate,short,NN,79,POOL,,POOL -- SWIM,POOL -- BILLIARDS,POOL -- CURFEW,0.810055866,4,2.371,M,591,591,591,,,,,,,,,,,
18,subordinate,short,NN,114,PUPIL,,PUPIL -- STUDENT,PUPIL -- EYE,PUPIL -- FIELD,0.785714286,5,3.55,M,710,710,710,,,,,,,,,,,
18,subordinate,short,NV,142,DUCK,N,DUCK -- GOOSE,DUCK -- UNDER,DUCK -- CLOCK,0.930232558,4,3.476,C,726,726,726,,,,,,,,,,,
18,subordinate,short,NN,13,LOG,,LOG -- CABIN,LOG -- JOURNAL,LOG -- WAITER,0.854545455,3,2.83,M,806,806,806,,,,,,,,,,,
18,subordinate,short,NN,54,PIT,,PIT -- HOLE,PIT -- CHERRY,PIT -- CRASH,0.549295775,3,3.16,M,854,854,854,,,,,,,,,,,
18,subordinate,short,NN,51,DEGREE,,DEGREE -- COLLEGE,DEGREE -- TEMPERATURE,DEGREE -- FORGOTTEN,0.465753425,6,3.25,M,926,926,926,,,,,,,,,,,
18,subordinate,short,NV,139,POP,N,POP -- SODA,POP -- BURST,POP -- BELLS,0.385135135,3,2.83,C,942,942,942,,,,,,,,,,,
18,subordinate,short,NN,32,BATTERY,,BATTERY -- ACID,BATTERY -- ASSAULT,BATTERLY -- STABLE,0.746753247,7,2.83,M,958,958,958,,,,,,,,,,,
18,subordinate,short,NV,12,PARK,N,PARK -- PICNIC,PARK -- STOP,PARK -- COUNT,0.682432432,4,3.662,M,1031,1031,1031,,,,,,,,,,,
18,subordinate,short,NV,10,DOCTOR,N,DOCTOR -- HOSPITAL,DOCTOR -- TAMPER,DOCTOR -- CIRCLES,0.737373737,6,2.61,C,1110,1110,1110,,,,,,,,,,,
18,subordinate,short,NV,80,PITCH,V,PITCH -- CATCH,PITCH -- TONE,PITCH -- DUMB,0.95139,5,3.38,M,1214,1214,1214,,,,,,,,,,,
18,subordinate,short,NV,145,SOIL,N,SOIL -- PLANT,SOIL - SMUDGE,SOIL -- GRAVY,0.929292929,4,2.431,C,1270,1270,1270,,,,,,,,,,,
18,subordinate,short,NV,55,SWAMP,N,SWAMP -- MARSH,SWAMP -- OVERWHELM,SWAMP -- ROOFTOP,0.888888889,5,1.91,M,1302,1302,1302,,,,,,,,,,,
18,subordinate,short,NV,7,RELISH,N,RELISH -- PICKLE,RELISH -- ENJOY,RELISH -- RECALL,0.614864865,6,3,M,1342,1342,1342,,,,,,,,,,,
18,subordinate,short,NN,129,POKER,,POKER -- CHIPS,POKER -- FIRE,POKER -- GLASS,0.882758621,5,3.49,C,1478,1478,1478,,,,,,,,,,,
18,subordinate,short,NN,28,YARD,,YARD -- FENCE,YARD -- MILE,YARD -- SLAVE,0.637795276,4,2.97,M,3214,,,,,,,,,,,,,
18,unrelated,long,NN,136,GAS,,GAS -- PETROLEUM,GAS -- SOLID,GAS -- PAYROLL,0.794871795,3,2.41,C,802,802,802,,,,,,,,,,,
18,unrelated,long,NN,118,DIGIT,,DIGIT -- NUMBER,DIGIT -- FINGER,DIGIT -- CAUGHT,0.839378238,5,3.68,C,858,858,858,,,,,,,,,,,
18,unrelated,long,NV,38,SCALE,N,SCALE -- WEIGH,SCALE -- CLIMB,SCALE -- THUMB,0.803030303,5,2.78,C,874,874,874,,,,,,,,,,,
18,unrelated,long,NV,121,PUNCH,V,PUNCH -- FIGHT,PUNCH -- DRINK,PUNCH -- CLOSE,0.79,5,4.049,C,889,889,889,,,,,,,,,,,
18,unrelated,long,NV,135,HAND,N,HAND -- GLOVE,HAND -- GIVE,HAND -- NONE,0.848484848,4,3.751,C,890,890,890,,,,,,,,,,,
18,unrelated,long,NV,109,TRAIN,N,TRAIN -- RAILROAD,TRAIN -- TEACH,TRAIN -- REALITY,0.84,5,3.19,C,921,921,921,,,,,,,,,,,
18,unrelated,long,NN,133,LIMB,,LIMB -- ARM,LIMB -- BRANCH,LIMB -- PLATE,0.563492063,4,3.12,C,948,948,948,,,,,,,,,,,
18,unrelated,long,NN,44,RULER,,RULER -- MEASURE,RULER -- KING,RULER -- SIGNAL,0.777777778,5,3.28,C,954,954,954,,,,,,,,,,,
18,unrelated,long,NN,90,MARBLE,,MARBLE -- STONE,MARBLE -- ROUND,MARBLE -- MAGIC,0.489655172,6,3.43,C,968,968,968,,,,,,,,,,,
18,unrelated,long,NN,23,CABLE,,CABLE -- TELEVISION,CABLE -- CORD,CABLE -- WHISTLE,0.716216216,5,2.9,C,1041,1041,1041,,,,,,,,,,,
18,unrelated,long,NV,99,GROOM,N,GROOM -- BRIDE,GROOM -- COMB,GROOM -- DIME,0.657608696,5,2.79,C,1248,1248,1248,,,,,,,,,,,
18,unrelated,long,NV,59,VACUUM,V,VACUUM -- CLEAN,VACUUM -- SPACE,VACUUM -- HORSE,0.958333333,6,3.66,C,1346,1346,1346,,,,,,,,,,,
18,unrelated,long,NV,73,COAST,N,COAST -- SHORE,COAST -- GLIDE,COAST -- FEAST,0.72,5,2.54,C,1659,1659,,,,,,,,,,,,
18,unrelated,long,NN,140,BEEF,,BEEF -- COMPLAINT,BEEF -- COMPLAINT,BEEF -- BLANKET,0.878787879,4,2.82,C,1891,1891,,,,,,,,,,,,
18,unrelated,long,NN,122,FAULT,,FAULT -- BLAME,FAULT -- EARTHQUAKE,FAULT -- HOMEWORK,0.641891892,5,3.01,C,2074,2074,,,,,,,,,,,,
18,unrelated,long,NV,119,FLY,N,FLY -- BUG,FLY -- AIRPLANE,FLY -- FROZEN,0.604060914,3,2.89,C,2305,2305,,,,,,,,,,,,
18,unrelated,short,NN,85,DOUGH,,DOUGH -- COOKIE,DOUGH -- MONEY,DOUGH -- HOTEL,0.826086957,5,3.721,C,670,670,670,,,,,,,,,,,
18,unrelated,short,NV,108,COUNTER,N,COUNTER -- KITCHEN,COUNTER -- OPPOSE,COUNTER -- SHRINK,0.758169935,7,2.762,C,805,805,805,,,,,,,,,,,
18,unrelated,short,NN,105,CRICKET,,CRICKET -- INSECT,CRICKET -- SPROT,CRICKET -- CANDLE,0.777027027,7,2.61,C,815,815,815,,,,,,,,,,,
18,unrelated,short,NN,124,BILL,,BILL -- CHECK,BILL -- LAW,BILL -- FACT,0.571428571,4,3.95,C,846,846,846,,,,,,,,,,,
18,unrelated,short,NV,137,BOIL,V,BOIL -- WATER,BOIL -- PIMPLE,BOIL -- DETAIL,1,4,3,C,878,878,878,,,,,,,,,,,
18,unrelated,short,NN,92,NAIL,,NAIL -- HAMMER,NAIL -- POLISH,NAIL -- WISDOM,0.66025641,4,2.753,C,894,894,894,,,,,,,,,,,
18,unrelated,short,NN,103,DIAMOND,,DIAMOND -- GEM,DIAMOND -- BASEBALL,DIAMOND -- MANUAL,0.880434783,7,2.61,C,927,927,927,,,,,,,,,,,
18,unrelated,short,NV,123,BAR ,N,BAR -- BEER,BAR -- FORBID,BAR -- SWING,0.834482759,4,3.12,C,935,935,935,,,,,,,,,,,
18,unrelated,short,NN,75,ARMS,,ARMS -- BODY,ARMS -- WEAPONDS,ARMS -- SIMPLE,0.701388889,4,3.66,C,991,991,991,,,,,,,,,,,
18,unrelated,short,NV,112,DART,N,DART -- THROW,DART -- SPRINT,DART -- PORCH,0.736486486,4,2.692,C,1054,1054,1054,,,,,,,,,,,
18,unrelated,short,NV,58,QUIVER,V,QUIVER -- TREMBLE,QUIVER -- ARROW,QUIVER -- SPLASH,0.717391304,6,2.33,C,1062,1062,1062,,,,,,,,,,,
18,unrelated,short,NV,81,SOCK,N,SOCK -- SHOE,SOCK -- HIT,SOCK -- TEN,0.866666,4,3.869,C,1157,1157,1157,,,,,,,,,,,
18,unrelated,short,NV,36,LOAF,N,LOAF -- BREAD,LOAF -- LAZY,LOAF -- ROLE,0.612068966,4,2.969,C,1222,1222,1222,,,,,,,,,,,
18,unrelated,short,NN,89,NUT,,NUT -- ALMOND,NUT -- CRAZY,NUT -- LIQUOR,0.489655172,3,2.95,C,1262,1262,1262,,,,,,,,,,,
18,unrelated,short,NV,47,PEER,N,PEER -- FRIEND,PEER -- LOOK,PEER -- NIGHT,0.649350649,4,4.65,C,1413,1413,1413,,,,,,,,,,,
18,unrelated,short,NN,29,HORN,,HORN -- TRUMPET,HORN -- ANTLER,HORN -- STAPLE,0.75862069,4,1.763,C,4086,,,,,,,,,,,,,
18,UNRELATED FILLER,long,,151,JURY,,JURY -- KISS,,,,,,C,610,610,610,,,,,,,,,,,
18,UNRELATED FILLER,long,,156,MASON,,MASON -- KNEE,,,,,,C,690,690,690,,,,,,,,,,,
18,UNRELATED FILLER,long,,141,BITTER,,BITTER -- SCARF,,,,,,C,793,793,793,,,,,,,,,,,
18,UNRELATED FILLER,long,,63,BUZZ,,BUZZ -- TEMPT,,,,,,C,794,794,794,,,,,,,,,,,
18,UNRELATED FILLER,long,,149,LENS,,LENS -- BRAVERY,,,,,,C,796,796,796,,,,,,,,,,,
18,UNRELATED FILLER,long,,39,BASKET,,BASKET -- SMART,,,,,,C,850,850,850,,,,,,,,,,,
18,UNRELATED FILLER,long,,87,ATLAS,,ATLAS -- MODERN,,,,,,C,874,874,874,,,,,,,,,,,
18,UNRELATED FILLER,long,,3,STEEL,,STEEL -- FAST,,,,,,C,986,986,986,,,,,,,,,,,
18,UNRELATED FILLER,long,,113,TREND,,TREND -- OCEAN,,,,,,C,1066,1066,1066,,,,,,,,,,,
18,UNRELATED FILLER,long,,52,SPONSOR,,SPONSOR -- POET,,,,,,C,1075,1075,1075,,,,,,,,,,,
18,UNRELATED FILLER,long,,5,STRAIN,,STRAIN -- SONG,,,,,,C,1138,1138,1138,,,,,,,,,,,
18,UNRELATED FILLER,long,,128,DIET,,DIET -- FORTUNE,,,,,,C,1241,1241,1241,,,,,,,,,,,
18,UNRELATED FILLER,long,,1,LOCATION,,LOCATION -- LUNCH,,,,,,C,1355,1355,1355,,,,,,,,,,,
18,UNRELATED FILLER,long,,2,SOLE,,SOLE -- TRIANGLE,,,,,,C,1410,1410,1410,,,,,,,,,,,
18,UNRELATED FILLER,long,,56,MORTAL,,MORTAL -- FLAG,,,,,,C,1459,1459,1459,,,,,,,,,,,
18,UNRELATED FILLER,long,,77,COSTUME,,COSTUME -- EXERCISE,,,,,,C,1547,1547,1547,,,,,,,,,,,
18,UNRELATED FILLER,long,,84,SPARE,,SPARE -- NUTMEG,,,,,,C,1571,1571,1571,,,,,,,,,,,
18,UNRELATED FILLER,long,,17,FELLOW,,FELLOW -- RUB,,,,,,C,1603,1603,,,,,,,,,,,,
18,UNRELATED FILLER,long,,22,LIME,,LIME -- WING,,,,,,C,2003,2003,,,,,,,,,,,,
18,UNRELATED FILLER,long,,41,ATOM,,ATOM -- SNAKE,,,,,,C,2292,2292,,,,,,,,,,,,
18,UNRELATED FILLER,long,,125,APPLAUSE,,APPLAUSE -- RIFLE,,,,,,C,2362,2362,,,,,,,,,,,,
18,UNRELATED FILLER,long,,155,FRAME,,FRAME -- SHORT,,,,,,C,3034,,,,,,,,,,,,,
18,UNRELATED FILLER,short,,154,ARMY,,ARMY -- QUESTION,,,,,,C,526,526,526,,,,,,,,,,,
18,UNRELATED FILLER,short,,143,DEBUT,,DEBUT -- STRETCH,,,,,,M,583,583,583,,,,,,,,,,,
18,UNRELATED FILLER,short,,153,SAIL,,SAIL -- LEASE,,,,,,C,670,670,670,,,,,,,,,,,
18,UNRELATED FILLER,short,,97,BED,,BED -- BACON,,,,,,C,727,727,727,,,,,,,,,,,
18,UNRELATED FILLER,short,,107,STORY,,STORY -- BEND,,,,,,C,837,837,837,,,,,,,,,,,
18,UNRELATED FILLER,short,,33,BLANKET,,BLANKET -- HOOP,,,,,,C,854,854,854,,,,,,,,,,,
18,UNRELATED FILLER,short,,148,COIN,,COIN -- DETAIL,,,,,,C,886,886,886,,,,,,,,,,,
18,UNRELATED FILLER,short,,76,MUFFIN,,MUFFIN -- BEACH,,,,,,C,902,902,902,,,,,,,,,,,
18,UNRELATED FILLER,short,,30,RAIN,,RAIN -- JUSTICE,,,,,,C,918,918,918,,,,,,,,,,,
18,UNRELATED FILLER,short,,66,INJURY,,INJURY -- BAMBOO,,,,,,C,949,949,949,,,,,,,,,,,
18,UNRELATED FILLER,short,,61,UNCLE,,UNCLE -- GIRAFFE,,,,,,C,950,950,950,,,,,,,,,,,
18,UNRELATED FILLER,short,,152,LAWYER,,LAWYER -- MICROWAVE,,,,,,C,950,950,950,,,,,,,,,,,
18,UNRELATED FILLER,short,,115,PENALTY,,PENALTY -- GUITAR,,,,,,C,1030,1030,1030,,,,,,,,,,,
18,UNRELATED FILLER,short,,117,ROW,,ROW -- MARKET,,,,,,C,1030,1030,1030,,,,,,,,,,,
18,UNRELATED FILLER,short,,48,WARRANT,,WARRANT -- SICK,,,,,,C,1054,1054,1054,,,,,,,,,,,
18,UNRELATED FILLER,short,,94,CONCLUDE,,CONCLUDE -- CURTAINS,,,,,,C,1085,1085,1085,,,,,,,,,,,
18,UNRELATED FILLER,short,,21,CREST,,CREST -- CAT,,,,,,C,1093,1093,1093,,,,,,,,,,,
18,UNRELATED FILLER,short,,34,REFLECT,,REFLECT -- FONT,,,,,,C,1127,1127,1127,,,,,,,,,,,
18,UNRELATED FILLER,short,,42,MAPLE,,MAPLE -- SHEETS,,,,,,C,1133,1133,1133,,,,,,,,,,,
18,UNRELATED FILLER,short,,146,SURPLUS,,SURPLUS -- LANDING,,,,,,C,1174,1174,1174,,,,,,,,,,,
18,UNRELATED FILLER,short,,86,GRAPH,,GRAPH -- CROSS,,,,,,C,1190,1190,1190,,,,,,,,,,,
18,UNRELATED FILLER,short,,49,CONTACT,,CONTACT -- TRIGGER,,,,,,C,1758,1758,,,,,,,,,,,,
18,UNRELATED FILLER,short,,4,MARGIN,,MARGIN -- MEDICINE,,,,,,C,1991,1991,,,,,,,,,,,,
18,UNRELATED FILLER,short,,18,WEARY,,WEARY -- MIRAGE,,,,,,C,2422,2422,,,,,,,,,,,,
19,dominant,long,NN,39,PUPIL,,PUPIL -- STUDENT,PUPIL -- EYE,PUPIL -- FIELD,0.785714286,5,3.55,M,675,675,675,,,,,,,,,,,
19,dominant,long,NV,91,SOIL,N,SOIL -- PLANT,SOIL - SMUDGE,SOIL -- GRAVY,0.929292929,4,2.431,M,731,731,731,,,,,,,,,,,
19,dominant,long,NV,49,SWAMP,N,SWAMP -- MARSH,SWAMP -- OVERWHELM,SWAMP -- ROOFTOP,0.888888889,5,1.91,C,794,794,794,,,,,,,,,,,
19,dominant,long,NV,51,POP,N,POP -- SODA,POP -- BURST,POP -- BELLS,0.385135135,3,2.83,M,930,930,930,,,,,,,,,,,
19,dominant,long,NN,32,POKER,,POKER -- CHIPS,POKER -- FIRE,POKER -- GLASS,0.882758621,5,3.49,M,938,938,938,,,,,,,,,,,
19,dominant,long,NV,126,DOCTOR,N,DOCTOR -- HOSPITAL,DOCTOR -- TAMPER,DOCTOR -- CIRCLES,0.737373737,6,2.61,M,954,954,954,,,,,,,,,,,
19,dominant,long,NN,47,POOL,,POOL -- SWIM,POOL -- BILLIARDS,POOL -- CURFEW,0.810055866,4,2.371,M,1026,1026,1026,,,,,,,,,,,
19,dominant,long,NN,125,PIT,,PIT -- HOLE,PIT -- CHERRY,PIT -- CRASH,0.549295775,3,3.16,M,1090,1090,1090,,,,,,,,,,,
19,dominant,long,NV,62,PITCH,V,PITCH -- CATCH,PITCH -- TONE,PITCH -- DUMB,0.95139,5,3.38,M,1170,1170,1170,,,,,,,,,,,
19,dominant,long,NN,133,DEGREE,,DEGREE -- COLLEGE,DEGREE -- TEMPERATURE,DEGREE -- FORGOTTEN,0.465753425,6,3.25,M,1291,1291,1291,,,,,,,,,,,
19,dominant,long,NV,6,DUCK,N,DUCK -- GOOSE,DUCK -- UNDER,DUCK -- CLOCK,0.930232558,4,3.476,M,1354,1354,1354,,,,,,,,,,,
19,dominant,long,NN,104,BATTERY,,BATTERY -- ACID,BATTERY -- ASSAULT,BATTERLY -- STABLE,0.746753247,7,2.83,C,1458,1458,1458,,,,,,,,,,,
19,dominant,long,NN,77,LOG,,LOG -- CABIN,LOG -- JOURNAL,LOG -- WAITER,0.854545455,3,2.83,M,1666,1666,1666,,,,,,,,,,,
19,dominant,long,NV,63,PARK,N,PARK -- PICNIC,PARK -- STOP,PARK -- COUNT,0.682432432,4,3.662,C,1843,1843,1843,,,,,,,,,,,
19,dominant,long,NV,118,RELISH,N,RELISH -- PICKLE,RELISH -- ENJOY,RELISH -- RECALL,0.614864865,6,3,M,2098,2098,,,,,,,,,,,,
19,dominant,long,NN,24,YARD,,YARD -- FENCE,YARD -- MILE,YARD -- SLAVE,0.637795276,4,2.97,M,2250,2250,,,,,,,,,,,,
19,dominant,short,NN,122,CRUST,,CRUST -- PIE,CRUST -- EARTH,CRUST -- DOGS,0.932432432,5,3.432,M,600,600,600,,,,,,,,,,,
19,dominant,short,NN,128,TRUNK,,TRUNK -- CAR,TRUNK -- ELEPHANT,TRUNK -- GROUND,0.585034014,5,3.57,M,614,614,614,,,,,,,,,,,
19,dominant,short,NN,34,KID,,KID - CHILD,KID -- GOAT,KID -- STONE,0.817567568,3,3.32,M,622,622,622,,,,,,,,,,,
19,dominant,short,NV,129,SKIRT,N,SKIRT -- BLOUSE,SKIRT -- AVOID,SKIRT -- ROBOT,0.878205128,5,2.794,M,646,646,646,,,,,,,,,,,
19,dominant,short,NN,68,JOINT,,JOINT -- ELBOW,JOINT -- MARIJUANA,JOINT -- PAJAMAS,0.317241379,5,2.47,M,766,766,766,,,,,,,,,,,
19,dominant,short,NV,112,DASH,V,DASH -- RUN,DASH -- SALT,DASH -- ROCK,0.939189189,4,3.64,M,766,766,766,,,,,,,,,,,
19,dominant,short,NN,121,SENTENCE,,SENTENCE -- PARAGRAPH,SENTENCE -- JUDGMENT,SENTENCE -- POSSESSED,0.647887324,8,2.53,M,807,807,807,,,,,,,,,,,
19,dominant,short,NN,95,YARN,,YARN -- WOOL,YARN -- STORY,YARN -- PILOT ,0.850393701,4,3.13,M,886,886,886,,,,,,,,,,,
19,dominant,short,NV,93,EGG,N,EGG -- CHICKEN,EGG -- TAUNT,EGG -- VELVET,0.842424242,3,2.51,C,887,887,887,,,,,,,,,,,
19,dominant,short,NV,87,BOLT,N,BOLT -- SCREW,BOLT -- RUN,BOLT -- KISS,0.635802469,4,3.791,M,950,950,950,,,,,,,,,,,
19,dominant,short,NV,130,JERK,N,JERK -- MEAN,JERK -- YANK,JERK -- DEEP,0.410596026,4,3.59,C,1046,1046,1046,,,,,,,,,,,
19,dominant,short,NV,59,SQUASH,N,SQUASH -- VEGETABLE,SQUASH -- FLATTEN,SQUASH -- PARANOIA,0.681818182,6,2.14,M,1158,1158,1158,,,,,,,,,,,
19,dominant,short,NV,28,VAULT,N,VAULT -- BANK,VAULT -- JUMP,VAULT -- SOUL,0.745454545,5,3.594,M,1246,1246,1246,,,,,,,,,,,
19,dominant,short,NN,116,LETTER,,LETTER -- MAIL,LETTER -- ALPHABET,LETTER -- PLANTS,0.783783784,6,2.69,M,1317,1317,1317,,,,,,,,,,,
19,dominant,short,NN,106,FAN,,FAN -- AIR,FAN -- SPORTS,FAN -- BEAR,0.797297297,3,3.467,M,1326,1326,1326,,,,,,,,,,,
19,dominant,short,NV,30,DITCH,N,DITCH -- DIRT,DITCH -- LEAVE,DITCH -- MOVIE,1,5,3.8,M,2449,2449,,,,,,,,,,,,
19,RELATED FILLER,long,,102,UNHAPPY,,UNHAPPY -- SAD,,,,,,M,970,970,970,,,,,,,,,,,
19,RELATED FILLER,long,,154,CAVITY,,CAVITY -- TOOTH,,,,,,M,1011,1011,1011,,,,,,,,,,,
19,RELATED FILLER,long,,115,BOULDER,,BOULDER -- ROCK,,,,,,M,1057,1057,1057,,,,,,,,,,,
19,RELATED FILLER,long,,145,EASY,,EASY -- HARD,,,,,,M,1082,1082,1082,,,,,,,,,,,
19,RELATED FILLER,long,,155,FOREST,,FOREST -- TREE,,,,,,M,1285,1285,1285,,,,,,,,,,,
19,RELATED FILLER,long,,1,FORGIVE,,FORGIVE -- FORGET,,,,,,M,1854,1854,1854,,,,,,,,,,,
19,RELATED FILLER,short,,152,FLESH,,FLESH -- SKIN,,,,,,M,694,694,694,,,,,,,,,,,
19,RELATED FILLER,short,,149,PASTURE,,PASTURE -- GRAZE,,,,,,M,822,822,822,,,,,,,,,,,
19,RELATED FILLER,short,,26,FEATHERS,,FEATHERS -- BIRD,,,,,,M,902,902,902,,,,,,,,,,,
19,RELATED FILLER,short,,66,GROVE,,GROVE -- ORANGE,,,,,,C,902,902,902,,,,,,,,,,,
19,RELATED FILLER,short,,89,ASTRONOMY,,ASTRONOMY -- STAR,,,,,,M,1086,1086,1086,,,,,,,,,,,
19,RELATED FILLER,short,,124,MINTS,,MINTS -- CANDY,,,,,,C,1480,1480,1480,,,,,,,,,,,
19,RELATED FILLER,short,,83,JOURNEY,,JOURNEY -- TRIP,,,,,,M,1583,1583,1583,,,,,,,,,,,
19,RELATED FILLER,short,,11,DISLIKE,,DISLIKE -- HATE,,,,,,M,4350,,,,,,,,,,,,,
19,subordinate,long,NV,139,LOAF,N,LOAF -- BREAD,LOAF -- LAZY,LOAF -- ROLE,0.612068966,4,2.969,C,978,978,978,,,,,,,,,,,
19,subordinate,long,NN,86,DOUGH,,DOUGH -- COOKIE,DOUGH -- MONEY,DOUGH -- HOTEL,0.826086957,5,3.721,M,1002,1002,1002,,,,,,,,,,,
19,subordinate,long,NN,69,DIAMOND,,DIAMOND -- GEM,DIAMOND -- BASEBALL,DIAMOND -- MANUAL,0.880434783,7,2.61,M,1067,1067,1067,,,,,,,,,,,
19,subordinate,long,NV,58,BAR ,N,BAR -- BEER,BAR -- FORBID,BAR -- SWING,0.834482759,4,3.12,C,1298,1298,1298,,,,,,,,,,,
19,subordinate,long,NV,53,DART,N,DART -- THROW,DART -- SPRINT,DART -- PORCH,0.736486486,4,2.692,M,1306,1306,1306,,,,,,,,,,,
19,subordinate,long,NN,136,BILL,,BILL -- CHECK,BILL -- LAW,BILL -- FACT,0.571428571,4,3.95,M,1322,1322,1322,,,,,,,,,,,
19,subordinate,long,NN,29,HORN,,HORN -- TRUMPET,HORN -- ANTLER,HORN -- STAPLE,0.75862069,4,1.763,C,1371,1371,1371,,,,,,,,,,,
19,subordinate,long,NV,50,SOCK,N,SOCK -- SHOE,SOCK -- HIT,SOCK -- TEN,0.866666,4,3.869,C,1436,1436,1436,,,,,,,,,,,
19,subordinate,long,NN,7,ARMS,,ARMS -- BODY,ARMS -- WEAPONDS,ARMS -- SIMPLE,0.701388889,4,3.66,M,1498,1498,1498,,,,,,,,,,,
19,subordinate,long,NV,10,PEER,N,PEER -- FRIEND,PEER -- LOOK,PEER -- NIGHT,0.649350649,4,4.65,M,1562,1562,1562,,,,,,,,,,,
19,subordinate,long,NN,142,NUT,,NUT -- ALMOND,NUT -- CRAZY,NUT -- LIQUOR,0.489655172,3,2.95,M,1587,1587,1587,,,,,,,,,,,
19,subordinate,long,NN,131,CRICKET,,CRICKET -- INSECT,CRICKET -- SPROT,CRICKET -- CANDLE,0.777027027,7,2.61,C,1602,1602,1602,,,,,,,,,,,
19,subordinate,long,NN,82,NAIL,,NAIL -- HAMMER,NAIL -- POLISH,NAIL -- WISDOM,0.66025641,4,2.753,M,1738,1738,1738,,,,,,,,,,,
19,subordinate,long,NV,42,BOIL,V,BOIL -- WATER,BOIL -- PIMPLE,BOIL -- DETAIL,1,4,3,M,1770,1770,1770,,,,,,,,,,,
19,subordinate,long,NV,22,COUNTER,N,COUNTER -- KITCHEN,COUNTER -- OPPOSE,COUNTER -- SHRINK,0.758169935,7,2.762,C,1908,1908,,,,,,,,,,,,
19,subordinate,long,NV,13,QUIVER,V,QUIVER -- TREMBLE,QUIVER -- ARROW,QUIVER -- SPLASH,0.717391304,6,2.33,M,3258,,,,,,,,,,,,,
19,subordinate,short,NV,85,STUMP,N,STUMP -- WOOD,STUMP -- CONFUSE,STUMP -- CARPET,0.717241379,5,2.77,C,797,797,797,,,,,,,,,,,
19,subordinate,short,NN,84,STAFF,,STAFF -- FACULTY,STAFF -- STICK,STAFF -- ORANGE,0.682432432,5,3.06,C,798,798,798,,,,,,,,,,,
19,subordinate,short,NN,74,CANE,,CANE -- ELDERLY,CANE -- SUGAR,CANE -- PEANUT,0.482014388,4,2.8,M,806,806,806,,,,,,,,,,,
19,subordinate,short,NV,113,PICTURE,N,PICTURE -- PORTRAIT,PICTURE -- IMAGINE,PICTURE -- CLIENTS,0.724489796,7,3.03,M,807,807,807,,,,,,,,,,,
19,subordinate,short,NN,57,GAME,,GAME -- FOOTBALL,GAME -- HUNT,GAME -- TONGUE,0.797297297,4,3.2,M,830,830,830,,,,,,,,,,,
19,subordinate,short,NV,70,HIDE,V,HIDE -- SEEK,HIDE -- COW,HIDE -- BAT,0.993,4,3.022,C,925,925,925,,,,,,,,,,,
19,subordinate,short,NV,94,HARBOR,N,HARBOR -- BOAT,HARBOR -- SHELTER,HARBOR -- ISSUE,0.834482759,6,3.241,C,989,989,989,,,,,,,,,,,
19,subordinate,short,NN,135,TEMPLE,,TEMPLE -- CHURCH,TEMPLE -- FOREHEAD,TEMPLE -- KISSING,0.765151515,6,3.08,C,998,998,998,,,,,,,,,,,
19,subordinate,short,NV,33,MUG,N,MUG -- COFFEE,MUG -- ROB,MUG -- GROW,0.825,3,3.482,M,1030,1030,1030,,,,,,,,,,,
19,subordinate,short,NV,64,GRATE,V,GRATE -- SHRED,GRATE -- SEWER,GRATE -- SCALP,0.952702703,5,2.28,C,1054,1054,1054,,,,,,,,,,,
19,subordinate,short,NN,127,CHEST,,CHEST -- BREAST,CHEST -- TREASURE,CHEST -- MUSICAL,0.5,5,2.83,M,1102,1102,1102,,,,,,,,,,,
19,subordinate,short,NV,90,FOIL,N,FOIL -- ALUMINUM,FOIL -- RUIN,FOIL -- STREAM,0.869281046,4,2.61,C,1124,1124,1124,,,,,,,,,,,
19,subordinate,short,NN,107,BULB,,BULB -- LAMP,BULB -- FLOWER,BULB -- SUITS,0.821917808,4,2.95,M,1143,1143,1143,,,,,,,,,,,
19,subordinate,short,NV,141,STUB,N,STUB -- TICKET,STUB -- HURT,STUB -- MAJOR,0.296551724,4,3.728,M,1252,1252,1252,,,,,,,,,,,
19,subordinate,short,NN,12,BALL,,BALL -- BOUNCE,BALL -- DANCE,BALL -- TARGET,0.690217391,4,3.29,C,2407,2407,,,,,,,,,,,,
19,subordinate,short,NN,98,RACKET,,RACKET -- TENNIS,RACKET -- NOISE,RACKET -- EXPERT,0.90647482,6,3.05,M,2509,2509,,,,,,,,,,,,
19,unrelated,long,NV,72,HARP,N,HARP -- MUSIC,HARP -- NAG,HARP -- NOON,0.842424242,4,2.97,C,842,842,842,,,,,,,,,,,
19,unrelated,long,NN,88,BEAM,,BEAM -- LIGHT,BEAM -- BALANCE,BEAM -- COUSIN,0.65034965,4,3.397,C,866,866,866,,,,,,,,,,,
